id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,interval
598,COc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1,CHEMBL3233119,6.27,IC50,B
599,Cc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1,CHEMBL3233120,6.21,IC50,B
600,Brc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc4ccccc14,CHEMBL3233095,7.09,Ki,B
601,Cc1c(\C=N\NC(=O)c2ccc(cc2)[N+](=O)[O-])no[n+]1[O-],CHEMBL3291135,4.95,IC50,A
602,[O-][N+](=O)c1ccc(cc1)C(=O)N\N=C\c2c(no[n+]2[O-])c3ccccc3,CHEMBL3291142,4.82,IC50,A
603,CC1SC(=NC1=O)N\N=C\CCSc2ccc(C)cc2,CHEMBL3329473,4.69,IC50,A
604,CC1SC(=NC1=O)N\N=C\CCCSc2ccccc2,CHEMBL3329474,6.4,IC50,B
605,Brc1ccc(cc1)c2csc(N\N=C\c3ccccn3)n2,CHEMBL3329506,5.02,IC50,A
606,[O-][N+](=O)c1cccc(c1)c2csc(N\N=C\c3ccccn3)n2,CHEMBL3329513,5.89,IC50,A
607,C\C(=N/Nc1nc(cs1)c2ccccc2)\c3ccccn3,CHEMBL2409542,5.89,IC50,A
608,C\C(=N/Nc1nc(cs1)c2ccc(C)cc2)\c3ccccn3,CHEMBL3329515,6.4,IC50,B
609,C\C(=N/Nc1nc(cs1)c2ccc(F)cc2)\c3ccccn3,CHEMBL3329518,6.52,IC50,B
610,COc1ccc(cc1)c2csc(N\N=C(/C)\c3ccccn3)n2,CHEMBL3329519,7.4,IC50,B
