	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
572	CC(C)C[C@H](NC(=O)C(C)(C)Nc1ccc(Cl)cc1)C(=O)N[C@@H](COCc2ccccc2)C#N	CHEMBL207558	6.72	IC50	B
573	CC(C)C[C@H](NC(=O)CN1CCN(CC1)c2ccncc2)C(=O)N[C@@H](COCc3ccccc3)C#N	CHEMBL207560	6.48	IC50	B
574	CC(C)C[C@H](NC(=O)CN1CCC(CC1)c2ccccc2)C(=O)N[C@@H](COCc3ccccc3)C#N	CHEMBL380665	5.92	IC50	A
575	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COCc2ccccc2)C#N	CHEMBL206006	5.77	IC50	A
576	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COC(C)(C)C)C#N	CHEMBL205948	5.55	IC50	A
577	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccc(cc2)C(F)(F)F)C#N	CHEMBL380620	5.1	IC50	A
578	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccc(OC(C)(C)C)cc2)C#N	CHEMBL439156	5.85	IC50	A
579	COc1ccc(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C#N)cc1	CHEMBL207081	5.96	IC50	A
580	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2cccc(C)c2)C#N	CHEMBL207200	5.11	IC50	A
582	CCC[C@H](NC(=O)OC(C)(C)C)C(=O)c1oc(nn1)c2cccs2	CHEMBL210315	4.2	Ki	A
583	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4ccccc4	CHEMBL211050	4.72	Ki	A
584	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4cccc(OC)c4	CHEMBL376994	5.12	Ki	A
585	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4ccc(OC)cc4	CHEMBL210198	4.43	Ki	A
586	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4ccc(cc4)C(F)(F)F	CHEMBL208577	4.96	Ki	A
587	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4cccc(c4)C(F)(F)F	CHEMBL208566	5.85	Ki	A
588	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)C(C)(C)C	CHEMBL209181	5.0	Ki	A
589	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)C(C)C	CHEMBL210535	5.34	Ki	A
590	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(CC)nn3	CHEMBL405602	6.52	Ki	B
591	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(OC)nn3	CHEMBL379622	6.8	Ki	B
592	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4cccs4	CHEMBL209114	5.54	Ki	A
593	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4occc4	CHEMBL209215	6.0	Ki	B
594	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)OC(C)(C)C)C(=O)c2oc(nn2)c3occc3	CHEMBL209216	4.75	Ki	A
595	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(F)cc2)C(=O)c3oc(nn3)c4occc4	CHEMBL379157	5.54	Ki	A
596	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(cc2)N(C)C)C(=O)c3oc(nn3)c4occc4	CHEMBL209293	6.02	Ki	B
598	CCC[C@H](NC(=O)CCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL210712	4.0	Ki	A
599	CCC[C@H](NC(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL210759	4.55	Ki	A
600	CCC[C@H](NC(=O)OCC(C)C)C(=O)c1oc(nn1)c2occc2	CHEMBL210702	4.85	Ki	A
601	CCC[C@H](NC(=O)[C@H](CC(C)C)NCC(F)(F)F)C(=O)c1oc(nn1)c2occc2	CHEMBL210625	5.68	Ki	A
602	CCC[C@H](NC(=O)[C@H](CC(C)C)C(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL207347	9.0	Ki	C
603	CCC[C@H](NC(=O)C(NC(=O)c1ccc(OC(F)(F)F)cc1)C(=O)C2(N)CCCCC2)C(=O)c3oc(nn3)c4occc4	CHEMBL378899	5.89	Ki	A
604	CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2cccc(c2)c3csc(n3)N4CCN(C)CC4	CHEMBL213930	6.41	Ki	B
605	CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2cccc(c2)c3csc(n3)N4CCNCC4	CHEMBL212907	6.72	Ki	B
606	CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)c3csc(n3)N4CCNCC4	CHEMBL211737	5.6	Ki	A
607	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2cccc(c2)c3csc(n3)N4CCN(CC4)C(C)(C)C	CHEMBL212879	6.44	Ki	B
608	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2cccc(c2)c3csc(CN4CCNCC4)n3	CHEMBL213194	6.17	Ki	B
609	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2cccc(c2)c3csc(n3)N4CCC(C4)N(C)C	CHEMBL213244	6.27	Ki	B
610	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3	CHEMBL184514	5.33	Ki	A
611	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3oc(cc3)c4cccc(c4)C(F)(F)F)cc1	CHEMBL385912	5.3	Ki	A
612	C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)NC(=O)N4CCOCC4	CHEMBL384856	6.09	Ki	B
613	C[C@@H](CN1c2ccc(F)cc2CC1(C)C)NC(=O)[C@H](CC3CCCCC3)NC(=O)N4CCOCC4	CHEMBL386664	5.97	Ki	A
614	C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)NC(=O)N4CCOCC4	CHEMBL213610	6.29	Ki	B
615	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CSCc2ccccc2)NC(=O)N3CCOCC3	CHEMBL215218	5.93	Ki	A
616	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCC2)NC(=O)N3CCOCC3	CHEMBL385534	5.59	Ki	A
617	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC(C)(C)C)NC(=O)N2CCOCC2	CHEMBL215599	4.84	Ki	A
618	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)cc1	CHEMBL215378	5.68	Ki	A
619	CS(=O)(=O)CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3	CHEMBL379079	8.4	Ki	C
620	CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3	CHEMBL212703	8.22	Ki	C
621	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)OC3CCOCC3	CHEMBL212176	7.12	Ki	B
622	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3CCOCC3	CHEMBL212892	6.63	Ki	B
623	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)O[C@@H]3CCOC3	CHEMBL212287	5.59	Ki	A
624	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)O[C@H]3CCOC3	CHEMBL425636	6.23	Ki	B
625	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3CCOC3	CHEMBL216514	5.32	Ki	A
626	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H]3CCCO3	CHEMBL214897	6.48	Ki	B
627	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H]3CCCO3	CHEMBL214654	6.24	Ki	B
628	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)C3CCOC3)cc1	CHEMBL386293	5.1	Ki	A
629	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H]3CCCO3)cc1	CHEMBL215403	5.51	Ki	A
630	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3cocc3)cc1	CHEMBL215402	6.04	Ki	B
631	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3occc3)cc1	CHEMBL217496	5.94	Ki	A
632	FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3oc4ccccc4c3)cc1	CHEMBL386383	7.35	Ki	B
633	Fc1cccc(c1)c2oc(cc2)C(=O)N[C@@H](CC3CCCCC3)C(=O)NCCNc4ccc(OC(F)(F)F)cc4	CHEMBL214905	5.39	Ki	A
634	FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)O[C@@H](CC3CCCCC3)C(=O)N4CCOCC4)cc1	CHEMBL383968	5.01	Ki	A
635	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)O[C@@H](CC2CCCCC2)C(=O)N3CCOCC3	CHEMBL214982	5.22	Ki	A
636	CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)O[C@@H](CC2CCCCC2)C(=O)N3CCOCC3	CHEMBL386351	5.26	Ki	A
637	Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)O[C@@H](CC4CCCCC4)C(=O)N5CCOCC5)CCc2c1	CHEMBL214591	4.75	Ki	A
638	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3	CHEMBL215869	6.9	Ki	B
639	CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(nc23)C#N)CC1	CHEMBL363847	7.05	IC50	B
640	COc1ccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)cc1OCCn3ccnc3	CHEMBL436303	9.24	IC50	C
641	CC(C)(C)CNc1nc(ncc1C(=O)NCCc2cccc(OCCn3ccnc3)c2)C#N	CHEMBL384685	9.17	IC50	C
642	CC(C)(C)CNc1nc(ncc1C(=O)NCCc2ccc(OCCn3ccnc3)cc2)C#N	CHEMBL218007	9.28	IC50	C
643	CN1CCC(CC1)Oc2ccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)cc2	CHEMBL449096	8.77	IC50	C
644	CN1CCN(Cc2ccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)cc2)CC1	CHEMBL374890	9.48	IC50	C
645	CN1CCN(CC1)c2cccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)c2	CHEMBL414530	9.09	IC50	C
646	CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)cc2	CHEMBL220760	8.41	IC50	C
647	COc1cccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)c1	CHEMBL221707	8.92	IC50	C
648	COc1ccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)cc1	CHEMBL220496	9.47	IC50	C
649	CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NC4CCCCC4)C#N)cc2	CHEMBL219536	9.35	IC50	C
650	O=C(NCCc1ccc(cc1)N2CCCC2)c3cnc(nc3NC4CCCCC4)C#N	CHEMBL217930	8.29	IC50	C
651	COc1cccc(CCNC(=O)c2cnc(nc2NC3CCCCC3)C#N)c1	CHEMBL385632	9.51	IC50	C
652	COc1ccc(CCNC(=O)c2cnc(nc2NC3CCCCC3)C#N)cc1	CHEMBL218024	9.77	IC50	C
653	O=C(NCCc1ccccc1)c2cnc(nc2NC3CCCCC3)C#N	CHEMBL386506	8.96	IC50	C
654	Fc1ccc(c(F)c1F)c2ccccc2OCC=O	CHEMBL387619	5.81	Ki	A
655	CCCc1ccc(c(F)c1F)c2ccccc2OCC=O	CHEMBL390726	5.29	Ki	A
656	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	CHEMBL230473	5.9	IC50	A
657	Br[C@H]1CCN2C[C@@H]1OC2=O	CHEMBL397972	5.24	IC50	A
658	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	CHEMBL230478	6.64	IC50	B
659	O=C1O[C@@H]2CN1CC[C@@H]2OCc3ccccc3	CHEMBL390475	6.58	IC50	B
660	O=C1O[C@@H]2CN1CC[C@@H]2Oc3ccccc3	CHEMBL230474	7.58	IC50	B
661	S=C1O[C@@H]2CN1CC[C@@H]2Oc3ccccc3	CHEMBL390643	6.0	IC50	B
662	Cc1cccc(O[C@H]2CCN3C[C@H]2OC3=O)c1C	CHEMBL390474	7.66	IC50	B
663	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N2CCOCC2)c3ccc(F)cc3	CHEMBL391094	4.94	Ki	A
664	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N2CCOCC2)c3ccccc3	CHEMBL240831	4.94	Ki	A
665	FC(F)(F)Oc1ccc(NC[C@@H](NC(=O)[C@@H](CC(=O)N2CCOCC2)c3ccccc3)c4ccccc4)cc1	CHEMBL241491	4.32	Ki	A
666	FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@@H](CC(=O)N3CCOCC3)c4ccccc4)cc1	CHEMBL241489	5.41	Ki	A
667	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCCc2ccccc2)CC(=O)N3CCOCC3	CHEMBL241311	6.71	Ki	B
668	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc2ccccc2)CC(=O)N3CCOCC3	CHEMBL241309	6.43	Ki	B
669	CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc2ccccc2)CC(=O)N3CCOCC3	CHEMBL240235	6.23	Ki	B
670	C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@@H](CC(=O)N3CCOCC3)Cc4ccccc4	CHEMBL238964	5.05	Ki	A
671	FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@H](CCC3CCCC3)CC(=O)N4CCOCC4)cc1	CHEMBL241274	5.64	Ki	A
672	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCC2CCCC2)CC(=O)N3CCOCC3	CHEMBL392972	6.11	Ki	B
673	CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCC2)CC(=O)N3CCOCC3	CHEMBL392302	5.57	Ki	A
674	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCC2)CC(=O)N3CCOCC3	CHEMBL241096	5.05	Ki	A
675	CS(=O)(=O)CC[C@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL240017	5.82	Ki	A
676	CS(=O)(=O)CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL241467	7.01	Ki	B
677	FC(F)(F)Oc1ccc(NC[C@@H](NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)c4ccccc4)cc1	CHEMBL439204	5.45	Ki	A
678	FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@H](CC3CCCCC3)CC(=O)N4CCOCC4)cc1	CHEMBL239580	6.2	Ki	B
679	CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL428390	6.71	Ki	B
680	CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL240443	6.54	Ki	B
681	CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL239786	6.57	Ki	B
682	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3	CHEMBL239784	4.72	Ki	A
683	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC(=O)N	CHEMBL401175	4.2	IC50	A
684	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C(=O)N	CHEMBL399359	4.77	IC50	A
685	CSCC[C@H](NC(=O)[C@H](CC(C)C)N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N	CHEMBL401176	4.25	IC50	A
686	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL437501	6.58	IC50	B
687	CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3	CHEMBL222649	8.24	IC50	C
688	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL251117	7.39	IC50	B
689	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC2(CC2)C#N)c3ccccc3	CHEMBL443319	7.62	IC50	B
690	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC3(CC3)C#N)c4ccccc4	CHEMBL250919	6.94	IC50	B
691	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nccs1)C(=O)NC2(CC2)C#N)c3ccccc3	CHEMBL400972	6.74	IC50	B
692	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC2(CC2)C#N)c3ccccc3	CHEMBL250720	7.82	IC50	B
693	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(F)cc2)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL251114	7.66	IC50	B
694	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc2c(F)cccc2F)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL427883	6.6	IC50	B
695	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc2cccc(F)c2F)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL400750	6.92	IC50	B
696	Fc1cccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC3(CC3)C#N)c1F	CHEMBL398553	6.98	IC50	B
697	Fc1ccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC3(CC3)C#N)cc1	CHEMBL400728	7.07	IC50	B
698	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)CC2CC2)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL251327	6.73	IC50	B
699	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)CC1CC1)C(=O)NC2(CC2)C#N)c3ccccc3	CHEMBL249712	7.17	IC50	B
700	CC(C)CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL399063	6.88	IC50	B
701	CS(=O)(=O)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL249507	5.99	IC50	A
702	CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL250121	6.04	IC50	B
703	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL249915	5.99	IC50	A
704	CSC[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL249698	6.34	IC50	B
705	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL400387	6.37	IC50	B
706	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N	CHEMBL249495	6.34	IC50	B
707	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1cccc(Br)c1)C(=O)NC2(CC2)C#N)c3ccccc3	CHEMBL251719	7.64	IC50	B
708	N#Cc1nc(NC2CCCCC2)c3ncn(C4CCCCC4)c3n1	CHEMBL252360	5.48	IC50	A
709	COC(CCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N)OC	CHEMBL254619	6.3	IC50	B
710	COCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL254618	6.11	IC50	B
711	COCOCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL400543	6.06	IC50	B
712	OCCCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL400542	6.1	IC50	B
713	OCC(O)Cn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL254617	6.38	IC50	B
714	OCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL254412	6.52	IC50	B
715	Clc1ccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)cc1Cl	CHEMBL400664	4.83	IC50	A
716	CCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL255038	5.74	IC50	A
717	OCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N	CHEMBL400663	6.52	IC50	B
718	Brc1ccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)cc1	CHEMBL436637	4.54	IC50	A
719	CCCCn1cnc2c(NCc3ccc(Br)cc3)nc(nc12)C#N	CHEMBL254827	5.02	IC50	A
720	OCCCCn1cnc2c(NCc3ccc(Cl)cc3)nc(nc12)C#N	CHEMBL398505	5.38	IC50	A
721	OCCCn1cnc2c(NCc3ccc(Cl)cc3)nc(nc12)C#N	CHEMBL252934	6.21	IC50	B
722	Fc1ccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)cc1	CHEMBL251923	4.87	IC50	A
723	CCCCn1cnc2c(NCc3ccc(F)cc3)nc(nc12)C#N	CHEMBL399027	5.17	IC50	A
724	OCCCCn1cnc2c(NCc3ccc(F)cc3)nc(nc12)C#N	CHEMBL252729	5.17	IC50	A
725	COc1ccc(Cn2cnc3c(NCc4ccccc4)nc(nc23)C#N)cc1	CHEMBL399026	4.57	IC50	A
726	N#Cc1nc(NCc2ccccc2)c3ncn(CC4CCCCO4)c3n1	CHEMBL429121	4.97	IC50	A
727	OCCCn1cnc2c(NCc3ccccc3)nc(nc12)C#N	CHEMBL400097	5.64	IC50	A
728	Cc1ccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)cc1	CHEMBL251973	4.89	IC50	A
729	CCCCn1cnc2c(NCc3ccc(C)cc3)nc(nc12)C#N	CHEMBL400096	5.23	IC50	A
730	Cc1ccc(CNc2nc(nc3c2ncn3CCCO)C#N)cc1	CHEMBL255087	5.93	IC50	A
731	COc1ccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)cc1	CHEMBL255086	5.09	IC50	A
732	CCCCn1cnc2c(NCc3ccc(OC)cc3)nc(nc12)C#N	CHEMBL400095	5.64	IC50	A
733	CCCCn1cnc2c(NCCc3ccccc3)nc(nc12)C#N	CHEMBL398708	4.77	IC50	A
734	N#Cc1nc(NCCc2ccccc2)c3ncn(Cc4cccnc4)c3n1	CHEMBL253830	4.77	IC50	A
735	Clc1ccc(CNc2nc(nc3c2ncn3C4CCCC4)C#N)cc1	CHEMBL253611	4.87	IC50	A
736	CCCCn1cnc2c(NCc3ccc(Cl)cc3)nc(nc12)C#N	CHEMBL255080	5.3	IC50	A
737	N#Cc1nc(NCc2ccccc2)c3ncn(Cc4ccccc4)c3n1	CHEMBL400454	4.91	IC50	A
738	N#Cc1nc(NCc2ccccc2)c3ncn(C4CCCC4)c3n1	CHEMBL400453	4.87	IC50	A
739	CCCCn1cnc2c(NCc3ccccc3)nc(nc12)C#N	CHEMBL255079	5.36	IC50	A
740	Cc1cccc(CNc2nc(nc3c2ncn3Cc4ccccc4)C#N)c1	CHEMBL400248	4.98	IC50	A
741	Cc1cccc(CNc2nc(nc3c2ncn3C4CCCC4)C#N)c1	CHEMBL398311	4.98	IC50	A
742	CCCCn1cnc2c(NCc3cccc(C)c3)nc(nc12)C#N	CHEMBL252363	5.41	IC50	A
743	COc1ccc(CNc2nc(nc3c2ncn3C4CCCC4)C#N)cc1	CHEMBL252362	5.4	IC50	A
744	CC(Nc1nc(nc2c1ncn2C3CCCC3)C#N)c4ccccc4	CHEMBL252361	4.93	IC50	A
745	CCCCn1cnc2c(NC(C)c3ccccc3)nc(nc12)C#N	CHEMBL252158	5.03	IC50	A
746	CCCCCCNc1nc(nc2c1ncn2C3CCCC3)C#N	CHEMBL252156	4.55	IC50	A
747	CCCCCCNc1nc(nc2c1ncn2CCCC)C#N	CHEMBL251959	4.63	IC50	A
748	N#Cc1nc(NC2CCCCC2)c3ncn(Cc4ccccc4)c3n1	CHEMBL399094	5.42	IC50	A
749	CCCn1cnc2c(NC3CCCCC3)nc(nc12)C#N	CHEMBL402052	5.6	IC50	A
750	CCC(C)CNc1nc(nc2c1ncn2Cc3ccccc3)C#N	CHEMBL252359	5.23	IC50	A
751	CCC(C)CNc1nc(nc2c1ncn2C3CCCC3)C#N	CHEMBL254227	5.62	IC50	A
752	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL437501	6.58	IC50	B
753	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N	CHEMBL481611	5.52	IC50	A
