	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
754	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F	CHEMBL252784	6.12	IC50	B
755	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F	CHEMBL252582	6.96	IC50	B
756	CC(F)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4	CHEMBL399733	6.33	IC50	B
757	C[C@H](C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F	CHEMBL252571	5.58	IC50	A
758	C[C@@H](C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F	CHEMBL398910	6.58	IC50	B
759	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4	CHEMBL252383	6.34	IC50	B
760	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccccc3)C#N	CHEMBL252382	5.53	IC50	A
761	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL399361	7.17	IC50	B
762	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)c3ccccc3	CHEMBL252179	6.18	IC50	B
763	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](C)C#N	CHEMBL250294	5.47	IC50	A
764	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL437501	5.91	IC50	A
765	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL203665	8.7	IC50	C
766	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	7.32	IC50	B
767	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N	CHEMBL481611	5.32	IC50	A
768	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4ccccc4	CHEMBL211050	4.72	Ki	A
769	CC(C)C[C@H](NC(=O)C1CCNCC1)C(=O)N[C@@H](CCc2ccccc2)C(=O)c3oc4ccc(cc4n3)S(=O)(=O)N	CHEMBL446718	6.66	Ki	B
770	CC(C)C[C@H](NC(=O)C1CCNCC1)C(=O)N[C@@H](CCc2ccccc2)C(=O)c3oc4ccc(cc4n3)C(C)(C)C	CHEMBL257692	7.16	Ki	B
771	CC(C)C[C@H](NC(=O)C1CCNCC1)C(=O)N[C@@H](CCc2ccccc2)C(=O)c3oc4ccccc4n3	CHEMBL270792	7.52	Ki	B
772	CCCC[C@H](NC(=O)C(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL271004	9.0	Ki	C
773	CCCC[C@H](NC(=O)OCC(C)C)C(=O)c1oc(nn1)c2occc2	CHEMBL272374	4.85	Ki	A
774	CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL411498	4.55	Ki	A
775	CCCC[C@H](NC(=O)CCc1ccccc1)C(=O)c2oc(nn2)c3occc3	CHEMBL272375	4.0	Ki	A
776	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4occc4	CHEMBL209215	6.0	Ki	B
777	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(OC)nn3	CHEMBL379622	6.8	Ki	B
778	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(CC)nn3	CHEMBL405602	6.52	Ki	B
779	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4cccc(c4)C(F)(F)F	CHEMBL208566	5.85	Ki	A
780	CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4ccc(OC)cc4	CHEMBL210198	4.43	Ki	A
781	Cl.CCc1ccccc1NC(=O)CSc2oc(nn2)[C@H](N)Cc3c[nH]c4ccccc34	CHEMBL2305755	6.89	IC50	B
782	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](N)Cc2c[nH]c3ccccc23	CHEMBL272325	6.88	IC50	B
783	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C	CHEMBL258148	4.47	IC50	A
784	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C	CHEMBL259450	7.25	IC50	B
785	Cl.CCN(CC)C(=O)CSc1oc(nn1)[C@@H](N)Cc2c[nH]c3ccccc23	CHEMBL559173	6.29	IC50	B
786	Cl.Cc1cccc(NC(=O)CSc2oc(nn2)[C@H](N)Cc3c[nH]c4ccccc34)c1C	CHEMBL2305704	6.52	IC50	B
787	Cl.CN(C)C(=O)CSc1oc(nn1)[C@@H](N)Cc2c[nH]c3ccccc23	CHEMBL558044	6.77	IC50	B
788	Cl.Cc1ccc(NC(=O)CSc2oc(nn2)[C@H](N)Cc3c[nH]c4ccccc34)c(C)c1	CHEMBL2305752	6.8	IC50	B
790	CCS(=O)(=O)\C=C\[C@H](CCc1ccccc1)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c4ccccc4)c5ccccc25	CHEMBL403991	4.87	Ki	A
792	COc1ccc(cc1)S(=O)(=O)\C=C\CNC(=O)CN2C(=O)C(COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c4ccccc4)c5ccccc25	CHEMBL271992	4.85	Ki	A
794	FC(F)(F)c1cc(Cl)ccc1NC(=O)OC[C@H]2N=C(c3ccccc3)c4ccccc4N(CC(=O)NC\C=C\S(=O)(=O)c5ccccc5)C2=O	CHEMBL408071	4.66	Ki	A
796	FC(F)(F)c1cc(Cl)ccc1NC(=O)OC[C@H]2N=C(c3ccccc3)c4ccccc4N(CC(=O)N[C@@H](CCc5ccccc5)\C=C\S(=O)(=O)c6ccccc6)C2=O	CHEMBL402455	5.16	Ki	A
797	NC(=N)NCCC[C@@H](NC(=O)C(CS)NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL437233	7.35	Ki	B
798	CSCC(NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL407017	7.72	Ki	B
799	CCCC(NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL407016	6.34	Ki	B
800	NC(=N)NCCC[C@@H](NC(=O)C(CC(=O)O)NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL1162208	4.24	Ki	A
801	NCC(NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL1162207	4.97	Ki	A
802	CCC(NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc3ccc(O)cc3)C(=O)NCCc4ccccc4	CHEMBL407062	5.22	Ki	A
803	NC(=N)NCCC[C@@H](NC(=O)C(CCCCNC(=O)Cc1ccc(cc1)c2ccccc2)NC(=O)Cc3ccc(cc3)c4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)NCCc6ccccc6	CHEMBL407515	6.29	Ki	B
804	COc1ccc(CSCC(NC(=O)Cc2ccc(cc2)c3ccccc3)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc4ccccc4)C(=O)NCCc5ccccc5)cc1	CHEMBL407547	6.33	Ki	B
805	NC(=N)NCCC[C@@H](NC(=O)C(CSCc1ccccc1)NC(=O)Cc2ccc(cc2)c3ccccc3)C(=O)NC(Cc4ccccc4)C(=O)NCCc5ccccc5	CHEMBL270285	7.62	Ki	B
806	NC(=N)NCCC[C@@H](NC(=O)C(CS)NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)NC(Cc3ccccc3)C(=O)NCCc4ccccc4	CHEMBL272370	7.68	Ki	B
807	NC(=N)NCCC[C@@H](NC(=O)C(CCCCNC(=O)Cc1ccc(cc1)c2ccccc2)NC(=O)Cc3ccc(cc3)c4ccccc4)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)NCCc6ccccc6	CHEMBL270269	7.64	Ki	B
808	COc1ccc(CSCC(NC(=O)Cc2ccc(cc2)c3ccccc3)C(=O)N[C@H](CCCNC(=N)N)C(=O)NC(Cc4ccc(O)cc4)C(=O)NCCc5ccccc5)cc1	CHEMBL271747	6.95	Ki	B
809	NC(=N)NCCC[C@@H](NC(=O)C(CSCc1ccccc1)NC(=O)Cc2ccc(cc2)c3ccccc3)C(=O)NC(Cc4ccc(O)cc4)C(=O)NCCc5ccccc5	CHEMBL272646	6.81	Ki	B
810	CN1CCN(CC1)c2ccc(CC#Cc3cnc(nc3NCC(C)(C)C)C#N)cc2	CHEMBL259939	6.01	IC50	B
811	CC(C)(C)CNc1nc(ncc1C#CCn2cnc(Cl)c2Cl)C#N	CHEMBL408562	6.72	IC50	B
812	CC(C)(C)CNc1nc(ncc1C#CCOc2cccnc2)C#N	CHEMBL261673	6.0	IC50	B
813	CC(C)(C)CNc1nc(ncc1C#CCN2CCc3ccccc3C2)C#N	CHEMBL261511	6.82	IC50	B
814	NC(=S)N\N=C(\c1cc(cc(c1)C(F)(F)F)C(F)(F)F)/c2cccs2	CHEMBL260921	8.0	IC50	C
815	NC(=S)N\N=C(\CCc1ccccc1)/c2cccc(F)c2	CHEMBL261218	6.93	IC50	B
816	NC(=S)N\N=C(\CCc1ccccc1)/c2cccc(Cl)c2	CHEMBL258588	7.68	IC50	B
817	NC(=S)N\N=C(\CCc1ccccc1)/c2ccccc2	CHEMBL429858	6.04	IC50	B
818	Cc1ccc(cc1)\C(=N\NC(=S)N)\c2ccccc2	CHEMBL402465	5.99	IC50	A
819	NC(=S)N\N=C(/CCc1ccccc1)\c2cc(Cl)cc(Cl)c2	CHEMBL406601	7.41	IC50	B
820	Cc1ccc(cc1)\C(=N\NC(=S)N)\c2cccc(F)c2	CHEMBL261307	7.36	IC50	B
821	NC(=S)N\N=C(/CCc1ccccc1)\c2cc(cc(c2)C(F)(F)F)C(F)(F)F	CHEMBL410086	7.77	IC50	B
822	Cc1ccc(cc1)\C(=N/NC(=S)N)\c2cc(cc(c2)C(F)(F)F)C(F)(F)F	CHEMBL261657	8.13	IC50	C
823	NC(=S)N\N=C(\C=C\c1ccccc1)/c2cccc(c2)C(F)(F)F	CHEMBL404938	7.09	IC50	B
824	Cc1ccc(cc1)\C(=N/NC(=S)N)\c2cc(Cl)cc(Cl)c2	CHEMBL261438	7.96	IC50	B
825	NC(=S)N\N=C(\c1cc(Cl)cc(Cl)c1)/c2cccs2	CHEMBL259379	8.44	IC50	C
826	Cc1ccc(cc1)\C(=N\NC(=S)N)\c2cccc(c2)C(F)(F)F	CHEMBL407264	8.03	IC50	C
827	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C	CHEMBL259450	7.25	IC50	B
828	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)OCC(=O)N3CCCc4ccccc34	CHEMBL263634	8.15	IC50	C
829	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)NCC(=O)N3CCCc4ccccc34	CHEMBL263661	5.52	IC50	A
830	COC(=O)CSC(=O)NNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C	CHEMBL406930	6.7	IC50	B
831	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)SC3CCN(C3=O)c4ccccc4	CHEMBL259183	6.96	IC50	B
832	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)SCC(=O)N3CCCc4ccccc34	CHEMBL258492	7.39	IC50	B
833	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)CCc2c[nH]c3ccccc23	CHEMBL430225	4.66	IC50	A
834	CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C	CHEMBL259451	6.94	IC50	B
835	NCC(=O)N[C@@H](Cc1ccccc1)C(=O)C=[N+]=[N-]	CHEMBL448143	4.59	IC50	A
836	N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N.OC(=O)C(F)(F)F	CHEMBL516292	5.27	IC50	A
837	CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3	CHEMBL222649	8.15	IC50	C
838	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	CHEMBL374508	7.89	IC50	B
839	CCC[C@H](NC(=O)C(CC(C)C)NC(=O)c1ccc(cc1)c2ccc(I)cc2)C(=O)C=[N+]=[N-]	CHEMBL518284	8.0	IC50	C
840	NCC(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)C=[N+]=[N-]	CHEMBL450997	4.53	IC50	A
841	Cc1cc(C)cc(CC(NC(=O)C(c2ccccc2)c3ccccc3)C(=O)NCC#N)c1	CHEMBL477531	7.05	IC50	B
842	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL400387	6.37	IC50	B
843	N[C@@H](Cc1ccccc1F)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N.OC(=O)C(F)(F)F	CHEMBL1162477	6.25	IC50	B
844	NC(Cc1sccc1F)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N.OC(=O)C(F)(F)F	CHEMBL515494	4.81	IC50	A
845	O=C(NCCc1ccccc1)c2cnc(nc2OCC3CCCCC3)C#N	CHEMBL463180	6.11	IC50	B
846	CN(CC1CCCCC1)c2nc(ncc2C(=O)NCCc3ccccc3)C#N	CHEMBL457001	5.7	IC50	A
847	CN1CCC(CC1)Oc2ccc(NC(=O)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N)c(c2)c6ccccc6	CHEMBL443161	6.08	IC50	B
848	O=C(N[C@H](CN1CCCC1)Cc2ccccc2)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N	CHEMBL509262	5.82	IC50	A
849	O=C(N[C@@H](CN1CCCC1)Cc2ccccn2)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N	CHEMBL455913	6.32	IC50	B
850	O=C(N[C@@H](CN1CCCC1)Cc2ccccc2)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N	CHEMBL455912	6.82	IC50	B
851	C[C@](CN1CCCC1)(Cc2ccccc2)NC(=O)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N	CHEMBL508091	6.08	IC50	B
852	CN1CCC(CNC(=O)c2cnc(nc2NCC3CCC4(CC3)CC4)C#N)(CC1)c5ccccc5	CHEMBL508319	6.16	IC50	B
853	CN1CCC(CC1)(NC(=O)c2cnc(nc2NCC3CCC4(CC3)CC4)C#N)c5ccccc5	CHEMBL456134	6.29	IC50	B
854	CN1CCC(Cc2ccccc2)(CC1)NC(=O)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N	CHEMBL456135	6.75	IC50	B
855	CN1CCC(CC1)Oc2nc(nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc5ccccc5)C#N	CHEMBL458482	7.0	IC50	B
856	CN1CCC(COc2nc(nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc5ccccc5)C#N)CC1	CHEMBL498508	7.19	IC50	B
857	CN1CCC(CCOc2nc(nc(NCC3CCC4(CC3)CC4)c2C(=O)NCc5ccccc5)C#N)CC1	CHEMBL498511	6.57	IC50	B
858	CNC(=O)c1c(NCC2CCC3(CC2)CC3)nc(nc1OCCC4CCN(C)CC4)C#N	CHEMBL514545	6.92	IC50	B
859	CN1CCC(CCOc2nc(nc(NCC3CCC4(CC3)CC4)c2C(=O)NCCc5ccccc5)C#N)CC1	CHEMBL526384	8.0	IC50	C
860	CN1CCC(CCOc2cc(NCC3CCC4(CC3)CC4)nc(n2)C#N)CC1	CHEMBL496657	6.06	IC50	B
861	CN1CCC(CCOc2nc(nc(NCC3CCC4(CC3)CC4)c2Br)C#N)CC1	CHEMBL526107	6.55	IC50	B
862	O=C(NCCc1ccccc1)c2cnc(nc2NC3CCCCC3)C#N	CHEMBL386506	5.96	IC50	A
863	CC(=O)\C=C\[C@H](CCc1ccccc1)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c4ccccc4)c5ccccc25	CHEMBL450459	5.12	Ki	A
864	CN(C)C(=O)\C=C\[C@H](CCc1ccccc1)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c4ccccc4)c5ccccc25	CHEMBL453738	5.13	Ki	A
865	COC(=O)\C=C\[C@H](CCc1ccccc1)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c4ccccc4)c5ccccc25	CHEMBL453473	5.57	Ki	A
866	CC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL509518	5.23	Ki	A
867	CN(C)C(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL450218	5.72	Ki	A
868	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL501901	5.08	Ki	A
869	FC(F)(F)c1cc(Cl)ccc1NC(=O)OC[C@H]2N=C(c3ccccc3)c4ccccc4N(CC(=O)NC\C=C\C#N)C2=O	CHEMBL504183	5.5	Ki	A
870	CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCC5)C#N)cc2	CHEMBL481170	5.28	IC50	A
871	CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCC(F)(F)CC5)C#N)cc2	CHEMBL461619	5.21	IC50	A
872	CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCC5)C#N)cc2	CHEMBL462278	5.64	IC50	A
873	CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCC5)C#N)c(F)c2	CHEMBL494517	5.17	IC50	A
874	CC(C)C(Nc1ccccc1)C(=O)N2CCCCN2C#N	CHEMBL492617	6.2	IC50	B
875	CC(C)C(NC(=O)OCc1ccccc1)C(=O)N2CCCCN2C#N	CHEMBL493039	6.84	IC50	B
876	CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCCCN1C#N	CHEMBL493018	6.89	IC50	B
877	CC(C)C(Nc1cccc(C)c1)C(=O)N2CCCCN2C#N	CHEMBL493038	6.45	IC50	B
878	CC(C)C(Nc1cccc(c1)C#N)C(=O)N2CCCCN2C#N	CHEMBL502439	6.14	IC50	B
879	CC(C)C(Nc1cccc(c1)C(F)(F)F)C(=O)N2CCCCN2C#N	CHEMBL521987	7.32	IC50	B
880	CC(C)C(Nc1cccc(Cl)c1)C(=O)N2CCCCN2C#N	CHEMBL492619	6.62	IC50	B
881	CC(C)C(Nc1ccc(Cl)cc1)C(=O)N2CCCCN2C#N	CHEMBL523166	6.21	IC50	B
882	CC(C)(C)Cn1c(Cc2ccc(Cl)cc2)cc3cnc(nc13)C#N	CHEMBL250589	7.02	IC50	B
883	N#Cc1ncc2cc(COc3ccccn3)n(CCC4CCCCC4)c2n1	CHEMBL524016	6.1	IC50	B
884	Clc1ccc(Cc2cc3cnc(nc3n2CCc4cccc(Cl)c4)C#N)cc1	CHEMBL493472	7.4	IC50	B
885	Clc1ccc(CCn2c(Cc3ccc(Cl)cc3)cc4cnc(nc24)C#N)cc1	CHEMBL521700	7.07	IC50	B
886	Clc1ccc(Cc2cc3cnc(nc3n2CCc4ccccc4)C#N)cc1	CHEMBL495098	7.64	IC50	B
887	Clc1ccc(Cc2cc3cnc(nc3n2CCC4CCCCCC4)C#N)cc1	CHEMBL492847	6.08	IC50	B
888	Clc1ccc(Cc2cc3cnc(nc3n2CCC4CCCC4)C#N)cc1	CHEMBL523501	6.58	IC50	B
889	Clc1ccc(Cc2cc3cnc(nc3n2CCC4CCCCC4)C#N)cc1	CHEMBL524045	6.5	IC50	B
890	Clc1ccc(Cc2cc3cnc(nc3n2CC4CCCCC4)C#N)cc1	CHEMBL492633	6.43	IC50	B
891	CC(C)(C)CCn1c(Cc2ccc(Cl)cc2)cc3cnc(nc13)C#N	CHEMBL523336	7.75	IC50	B
892	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CC4)C(=O)C)C#N	CHEMBL478436	5.6	IC50	A
893	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCCO)C#N	CHEMBL477600	5.92	IC50	A
894	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCNCC4)C#N	CHEMBL476130	6.34	IC50	B
895	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OC4CC(C)(C)NC(C)(C)C4)C#N	CHEMBL478224	5.86	IC50	A
896	CNC(=O)c1c(NCC2CCC3(CC2)OCCO3)nc(nc1OCC4CCN(C)CC4)C#N	CHEMBL513921	6.37	IC50	B
897	CNC(=O)c1c(NCCC2CCCC2)nc(nc1OCC3CCN(C)CC3)C#N	CHEMBL478012	6.4	IC50	B
898	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CC4)C(C)C)C#N	CHEMBL478013	6.48	IC50	B
899	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CCO)CC4)C#N	CHEMBL514042	6.52	IC50	B
900	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCCC4CCN(C)CC4)C#N	CHEMBL478011	6.36	IC50	B
901	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(C)CC4)C#N	CHEMBL515025	6.44	IC50	B
902	CNC(=O)c1c(NCC2CCC3(CCCC3)CC2)nc(nc1OCC4CCN(C)CC4)C#N	CHEMBL478462	6.56	IC50	B
903	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ncc(C)s4)cc3	CHEMBL481986	4.77	Ki	A
904	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4sc(C)nc4C)cc3	CHEMBL474458	4.8	Ki	A
905	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4nc(cs4)C(C)C)cc3	CHEMBL474257	5.04	Ki	A
906	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4nc(C)cs4)cc3	CHEMBL481433	4.57	Ki	A
907	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4nccn4C)cc3	CHEMBL519136	4.62	Ki	A
908	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccs4)cc3	CHEMBL482218	4.89	Ki	A
909	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccnc4Cl)cc3	CHEMBL515251	4.64	Ki	A
910	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cnccc4C)cc3	CHEMBL473448	5.06	Ki	A
911	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccn4)cc3	CHEMBL480836	4.89	Ki	A
912	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccnc4)cc3	CHEMBL480638	4.85	Ki	A
913	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccncc4)cc3	CHEMBL481424	4.89	Ki	A
914	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4C#N)cc3	CHEMBL514299	5.07	Ki	A
915	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccc(c4)C#N)cc3	CHEMBL515769	5.17	Ki	A
916	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccc(cc4)C#N)cc3	CHEMBL514195	5.1	Ki	A
917	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccc(OC)c4)cc3	CHEMBL475669	4.85	Ki	A
918	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3	CHEMBL475269	4.96	Ki	A
919	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccc(N)cc4)cc3	CHEMBL475268	5.04	Ki	A
